Course Code,Course Name,Stream,Interests,Job Roles,Industries,Core Skills
130,Urban Bioresources,Biological Science,"Urban Bioresources, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Scientific research, Experiments, Mathematics, Nature, Biology, Chemistry, Physics, Data analysis, Discovering new things, Laboratory work, Environment","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Quality Control Inspector, Environmental Consultant, Academic Researcher, Science Teacher","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services, Scientific Research, Pharmaceuticals, Environmental Services, Manufacturing, Government Research Institutes, Biotechnology, Data Analytics, Chemical Industry","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Laboratory skills, Data Analysis, Statistical modeling, Critical thinking, Research methodology, Report writing, Mathematical calculation, Observation, Experiment design"
138,Medical Imaging Technology,Biological Science,"Medical Imaging Technology, Coding, Algorithms, Software development, Artificial Intelligence, Data structures, Problem solving, System architecture, Cybersecurity, Cloud computing, Mathematics, Scientific research, Experiments, Nature, Biology, Chemistry, Physics, Data analysis, Discovering new things, Laboratory work, Environment","Software Engineer, Systems Architect, AI/ML Engineer, Backend Developer, Data Scientist, IT Consultant, Cybersecurity Analyst, Cloud Solutions Architect, Tech Lead, Systems Analyst, Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Quality Control Inspector, Environmental Consultant, Academic Researcher, Science Teacher","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Scientific Research, Education, Pharmaceuticals, Environmental Services, Manufacturing, Government Research Institutes, Biotechnology, Data Analytics, Chemical Industry","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Laboratory skills, Data Analysis, Statistical modeling, Critical thinking, Research methodology, Report writing, Mathematical calculation, Observation, Experiment design"
83,Speech and Hearing Sciences,Biological Science,"Speech and Hearing Sciences, Scientific research, Data analysis, Experiments, Mathematics, Biology, Chemistry, Physics, Problem solving, Laboratory work, Discovering new things, Healthcare, Patient care, Human anatomy, Medical diagnostics, Clinical research, Disease prevention, Saving lives, Pharmacology, Public health, Emergency response","Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Academic Researcher, Science Teacher, Quality Control Inspector, Environmental Consultant, Medical Doctor, Surgeon, Healthcare Consultant, Clinical Researcher, Specialist, Therapist, Pharmacist, Medical Officer, Hospital Administrator, Public Health Official","Scientific Research, Education, Environmental Services, Manufacturing, Government Research Institutes, Chemical Industry, Space & Aeronautics, Biotech, Data Analytics, Agriculture, Hospitals & Clinics, Healthcare, Pharmaceuticals, Public Health, Medical Devices, Biotechnology, Government Health Services, Medical Education, NGOs","Laboratory Skills, Data Analysis, Statistical Modeling, Critical Thinking, Research Methodology, Report Writing, Mathematical Calculation, Experiment Design, Scientific Computing, Observation, Clinical Skills, Patient Communication, Medical Diagnostics, Empathy, First Aid, Anatomy Knowledge, Stress Management"
8,Engineering,Physical Science,"Engineering, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Building things, Problem solving, Mathematics, Physics, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Engineer, Architect, Project Manager, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services, Construction, Manufacturing, Technology, Automotive, Aerospace, Energy & Power, Telecommunications, Infrastructure, Consulting Firms, Real Estate","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Problem Solving, Technical Drawing, Structural Analysis, Safety Management"
9,Engineering (EM) – Earth Resources Engineering,Physical Science,"Engineering (EM) – Earth Resources Engineering, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Building things, Problem solving, Mathematics, Physics, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Engineer, Architect, Project Manager, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services, Construction, Manufacturing, Technology, Automotive, Aerospace, Energy & Power, Telecommunications, Infrastructure, Consulting Firms, Real Estate","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Problem Solving, Technical Drawing, Structural Analysis, Safety Management"
10,Engineering (TM) – Textile & Apparel Engineering,Physical Science,"Engineering (TM) – Textile & Apparel Engineering, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Building things, Problem solving, Mathematics, Physics, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Engineer, Architect, Project Manager, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services, Construction, Manufacturing, Technology, Automotive, Aerospace, Energy & Power, Telecommunications, Infrastructure, Consulting Firms, Real Estate","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Problem Solving, Technical Drawing, Structural Analysis, Safety Management"
57,Transport Management & Logistics Engineering (TMLE),Physical Science,"Transport Management & Logistics Engineering (TMLE), Business strategy, Leadership, Organizational behavior, Operations, Project management, Entrepreneurship, Problem solving, Data analysis, Team building, Economics, Corporate governance, Building things, Mathematics, Physics, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Business Manager, Management Consultant, Operations Manager, Project Manager, Entrepreneur, Business Analyst, General Manager, Strategic Planner, Corporate Executive, Supply Chain Manager, Engineer, Architect, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Banking & Finance, Corporate Sector, Retail, Marketing & Advertising, Supply Chain & Logistics, Real Estate, Insurance, Consulting, E-commerce, FMCG, Construction, Manufacturing, Technology, Automotive, Aerospace, Energy & Power, Telecommunications, Infrastructure, Consulting Firms","Leadership, Financial Analysis, Communication, Strategic Planning, Negotiation, Marketing, Problem Solving, Time Management, Team Building, Data-driven Decision Making, Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Technical Drawing, Structural Analysis, Safety Management"
13,Physical Science,Physical Science,"Physical Science, Scientific research, Data analysis, Experiments, Mathematics, Biology, Chemistry, Physics, Problem solving, Laboratory work, Discovering new things, Nature, Environment","Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Academic Researcher, Science Teacher, Quality Control Inspector, Environmental Consultant","Scientific Research, Education, Environmental Services, Manufacturing, Government Research Institutes, Chemical Industry, Space & Aeronautics, Biotech, Data Analytics, Agriculture, Pharmaceuticals, Biotechnology","Laboratory Skills, Data Analysis, Statistical Modeling, Critical Thinking, Research Methodology, Report Writing, Mathematical Calculation, Experiment Design, Scientific Computing, Observation, Laboratory skills, Statistical modeling, Critical thinking, Research methodology, Report writing, Mathematical calculation, Experiment design"
12,Computer Science,Physical Science,"Computer Science, Coding, Algorithms, Software development, Artificial Intelligence, Machine Learning, Data structures, Problem solving, System architecture, Cybersecurity, Cloud computing, Mathematics, Programming, Technology, Data analysis, Automation, Web design","Software Engineer, Systems Architect, AI/ML Engineer, Backend Developer, Full Stack Developer, Data Scientist, DevOps Engineer, Cybersecurity Analyst, Cloud Solutions Architect, Tech Lead, Web Developer, Systems Analyst, Network Engineer, Cybersecurity Specialist, IT Consultant, Database Administrator, Cloud Architect, UI/UX Designer","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Gaming","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Web Development, Data Analysis, Machine Learning"
15,Applied Sciences (Physical Science),Physical Science,"Applied Sciences (Physical Science), Scientific research, Data analysis, Experiments, Mathematics, Biology, Chemistry, Physics, Problem solving, Laboratory work, Discovering new things, Nature, Environment","Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Academic Researcher, Science Teacher, Quality Control Inspector, Environmental Consultant","Scientific Research, Education, Environmental Services, Manufacturing, Government Research Institutes, Chemical Industry, Space & Aeronautics, Biotech, Data Analytics, Agriculture, Pharmaceuticals, Biotechnology","Laboratory Skills, Data Analysis, Statistical Modeling, Critical Thinking, Research Methodology, Report Writing, Mathematical Calculation, Experiment Design, Scientific Computing, Observation, Laboratory skills, Statistical modeling, Critical thinking, Research methodology, Report writing, Mathematical calculation, Experiment design"
59,Industrial Statistics & Mathematical Finance,Physical Science,"Industrial Statistics & Mathematical Finance, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Business, Money & Finance, Leadership, Marketing, Working with people, Startups, Economics, Sales, Managing teams, Strategic planning, Corporate world","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Business Manager, Accountant, Financial Analyst, Marketing Executive, HR Manager, Banker, Entrepreneur, Management Consultant, Logistics Manager, Sales Director, Project Manager","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services, Banking & Finance, Corporate Sector, Retail, Marketing & Advertising, Human Resources, Supply Chain & Logistics, Real Estate, Insurance, Consulting, Startups","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Leadership, Financial analysis, Strategic planning, Negotiation, Marketing, Accounting, Problem solving, Time management, Data-driven decision making"
60,Statistics & Operations Research,Physical Science,"Statistics & Operations Research, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Scientific research, Experiments, Mathematics, Nature, Biology, Chemistry, Physics, Data analysis, Discovering new things, Laboratory work, Environment","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Quality Control Inspector, Environmental Consultant, Academic Researcher, Science Teacher","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services, Scientific Research, Pharmaceuticals, Environmental Services, Manufacturing, Government Research Institutes, Biotechnology, Data Analytics, Chemical Industry","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Laboratory skills, Data Analysis, Statistical modeling, Critical thinking, Research methodology, Report writing, Mathematical calculation, Observation, Experiment design"
108,Physical Science – ICT,Physical Science,"Physical Science – ICT, Scientific research, Data analysis, Experiments, Mathematics, Biology, Chemistry, Physics, Problem solving, Laboratory work, Discovering new things, Nature, Environment","Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Academic Researcher, Science Teacher, Quality Control Inspector, Environmental Consultant","Scientific Research, Education, Environmental Services, Manufacturing, Government Research Institutes, Chemical Industry, Space & Aeronautics, Biotech, Data Analytics, Agriculture, Pharmaceuticals, Biotechnology","Laboratory Skills, Data Analysis, Statistical Modeling, Critical Thinking, Research Methodology, Report Writing, Mathematical Calculation, Experiment Design, Scientific Computing, Observation, Laboratory skills, Statistical modeling, Critical thinking, Research methodology, Report writing, Mathematical calculation, Experiment design"
117,Artificial Intelligence,Physical Science,"Artificial Intelligence, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Coding, Programming, Technology, Software development, Data analysis, Cybersecurity, Automation, Problem solving, Web design","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Software Engineer, Web Developer, Data Scientist, Systems Analyst, Network Engineer, Cybersecurity Specialist, IT Consultant, Database Administrator, Cloud Architect, UI/UX Designer","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services, Information Technology, Software Development, Telecommunications, FinTech, E-commerce, Gaming, Consulting, Cybersecurity, Tech Startups","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Programming, Algorithm Design, Web Development, Database Management, Cloud Computing, Data Analysis, Networking, Cybersecurity, Machine Learning, Problem Solving"
119,Electronics and Computer Science,Physical Science,"Electronics and Computer Science, Coding, Algorithms, Software development, Artificial Intelligence, Machine Learning, Data structures, Problem solving, System architecture, Cybersecurity, Cloud computing, Mathematics, Programming, Technology, Data analysis, Automation, Web design","Software Engineer, Systems Architect, AI/ML Engineer, Backend Developer, Full Stack Developer, Data Scientist, DevOps Engineer, Cybersecurity Analyst, Cloud Solutions Architect, Tech Lead, Web Developer, Systems Analyst, Network Engineer, Cybersecurity Specialist, IT Consultant, Database Administrator, Cloud Architect, UI/UX Designer","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Gaming","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Web Development, Data Analysis, Machine Learning"
136,Data Science,Physical Science,"Data Science, Big Data, Statistics, Predictive modeling, Machine Learning, Data visualization, Python/R programming, Business intelligence, Mathematics, Problem solving, Algorithms, Deep Learning, Coding, Programming, Technology, Software development, Data analysis, Cybersecurity, Artificial Intelligence, Automation, Web design","Data Scientist, Data Analyst, Data Engineer, Machine Learning Engineer, Business Intelligence Analyst, Statistician, Quantitative Analyst, AI Researcher, Data Architect, Analytics Manager, Software Engineer, Web Developer, Systems Analyst, Network Engineer, Cybersecurity Specialist, IT Consultant, Database Administrator, Cloud Architect, UI/UX Designer","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Gaming","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Web Development, Data Analysis, Machine Learning"
102,Engineering Technology (ET),Engineering Technology,"Engineering Technology (ET), Coding, Algorithms, Software development, Artificial Intelligence, Data structures, Problem solving, System architecture, Cybersecurity, Cloud computing, Mathematics, Building things, Physics, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Software Engineer, Systems Architect, AI/ML Engineer, Backend Developer, Data Scientist, IT Consultant, Cybersecurity Analyst, Cloud Solutions Architect, Tech Lead, Systems Analyst, Engineer, Architect, Project Manager, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Construction, Manufacturing, Technology, Automotive, Aerospace, Energy & Power, Infrastructure, Consulting Firms, Real Estate","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Technical Drawing, Structural Analysis, Safety Management"
103,Biosystems Technology (BST),Biosystems Technology,"Biosystems Technology (BST), Coding, Algorithms, Software development, Artificial Intelligence, Data structures, Problem solving, System architecture, Cybersecurity, Cloud computing, Mathematics, Writing, Reading, History, Languages, Culture, Society, Human behavior, Acting/Performing, Music, Media and Journalism, Public speaking","Software Engineer, Systems Architect, AI/ML Engineer, Backend Developer, Data Scientist, IT Consultant, Cybersecurity Analyst, Cloud Solutions Architect, Tech Lead, Systems Analyst, Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Musician, Actor/Director, Sociologist","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural awareness, Language proficiency, Research, Interpersonal skills, Communication"
104,Information Communication Technology,ICT (Technology Stream),"Information Communication Technology, Coding, Algorithms, Software development, Artificial Intelligence, Data structures, Problem solving, System architecture, Cybersecurity, Cloud computing, Mathematics, Writing, Reading, History, Languages, Culture, Society, Human behavior, Acting/Performing, Music, Media and Journalism, Public speaking","Software Engineer, Systems Architect, AI/ML Engineer, Backend Developer, Data Scientist, IT Consultant, Cybersecurity Analyst, Cloud Solutions Architect, Tech Lead, Systems Analyst, Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Musician, Actor/Director, Sociologist","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural awareness, Language proficiency, Research, Interpersonal skills, Communication"
26,Information Technology (IT),Multi-stream (any),"Information Technology (IT), IT Infrastructure, Networking, Database management, Tech support, System administration, Cloud computing, Cybersecurity, Enterprise software, Hardware systems, Technology integration, Project management, Coding, Programming, Technology, Software development, Data analysis, Artificial Intelligence, Automation, Problem solving, Web design","IT Manager, Network Administrator, Systems Administrator, Database Administrator (DBA), IT Consultant, Cloud Support Engineer, Cybersecurity Specialist, Help Desk Manager, IT Project Manager, Enterprise Architect, Software Engineer, Web Developer, Data Scientist, Systems Analyst, Network Engineer, Database Administrator, Cloud Architect, UI/UX Designer","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Gaming","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Web Development, Data Analysis, Machine Learning"
27,Management and Information Technology (MIT),Biological Science or Physical Science,"Management and Information Technology (MIT), IT Infrastructure, Networking, Database management, Tech support, System administration, Cloud computing, Cybersecurity, Enterprise software, Hardware systems, Technology integration, Project management, Coding, Programming, Technology, Software development, Data analysis, Artificial Intelligence, Automation, Problem solving, Web design","IT Manager, Network Administrator, Systems Administrator, Database Administrator (DBA), IT Consultant, Cloud Support Engineer, Cybersecurity Specialist, Help Desk Manager, IT Project Manager, Enterprise Architect, Business Manager, Management Consultant, Software Engineer, Web Developer, Data Scientist, Systems Analyst, Network Engineer, Database Administrator, Cloud Architect, UI/UX Designer","Information Technology, Software Development, Cybersecurity, Cloud Computing, FinTech, E-commerce, Telecommunications, AI/ML Research, Consulting, Tech Startups, Banking & Finance, Corporate Sector, Gaming","Programming, System Design, Problem Solving, Algorithm Design, Database Management, Cloud Computing, Networking, Cybersecurity, Version Control (Git), Agile Methodologies, Leadership, Financial Analysis, Web Development, Data Analysis, Machine Learning"
11,Quantity Surveying,Multi-stream (any),"Quantity Surveying, Construction costs, Contracts, Estimation, Mathematics, Project management, Building materials, Financial planning, Negotiation, Law (construction), Analytical thinking, Economics, Building things, Problem solving, Physics, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Quantity Surveyor, Cost Estimator, Commercial Manager, Contract Administrator, Construction Economist, Project Manager, Procurement Manager, Risk Analyst, Value Engineer, Dispute Resolution Consultant, Engineer, Architect, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Construction, Manufacturing, Automotive, Aerospace, Energy & Power, Telecommunications, Infrastructure Development, Urban Planning, Consulting Firms, Robotics, Technology, Infrastructure, Real Estate","Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Problem Solving, Technical Drawing, Structural Analysis, Safety Management, Innovation"
14,Surveying Science,Multi-stream (Physical Science),"Surveying Science, Scientific research, Data analysis, Experiments, Mathematics, Biology, Chemistry, Physics, Problem solving, Laboratory work, Discovering new things, Building things, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Research Scientist, Lab Technician, Data Analyst, Statistician, Chemist, Biologist, Academic Researcher, Science Teacher, Quality Control Inspector, Environmental Consultant, Engineer, Architect, Project Manager, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Scientific Research, Education, Environmental Services, Manufacturing, Government Research Institutes, Chemical Industry, Space & Aeronautics, Biotech, Data Analytics, Agriculture, Construction, Technology, Automotive, Aerospace, Energy & Power, Telecommunications, Infrastructure, Consulting Firms, Real Estate","Laboratory Skills, Data Analysis, Statistical Modeling, Critical Thinking, Research Methodology, Report Writing, Mathematical Calculation, Experiment Design, Scientific Computing, Observation, Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Problem Solving, Technical Drawing, Structural Analysis, Safety Management"
30,Urban Informatics and Planning,Multi-stream (any),"Urban Informatics and Planning, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Acting/Performing, Music","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Musician, Actor/Director","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Cultural awareness, Language proficiency, Interpersonal skills"
23,Architecture,Multi-stream (any),"Architecture, Building design, Aesthetics, Urban planning, Sustainable design, Interior design, Drafting, Art and History, 3D modeling, Landscape architecture, Construction materials, Spatial awareness, Building things, Problem solving, Mathematics, Physics, Technology, Designing structures, Innovation, Construction, Mechanics","Architect, Interior Designer, Urban Designer, Landscape Architect, Draftsman/CAD Technician, Project Architect, Design Director, Heritage Conservationist, Sustainable Design Consultant, Town Planner, Engineer, Project Manager, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Construction, Manufacturing, Automotive, Aerospace, Energy & Power, Telecommunications, Infrastructure Development, Urban Planning, Consulting Firms, Robotics, Technology, Infrastructure, Real Estate","Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Problem Solving, Technical Drawing, Structural Analysis, Safety Management, Innovation"
34,Fashion Design & Product Development,Multi-stream (any),"Fashion Design & Product Development, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Building things, Problem solving, Mathematics, Physics, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Engineer, Architect, Project Manager, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services, Construction, Manufacturing, Technology, Automotive, Aerospace, Energy & Power, Telecommunications, Infrastructure, Consulting Firms, Real Estate","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Problem Solving, Technical Drawing, Structural Analysis, Safety Management"
97,Landscape Architecture,Multi-stream (any),"Landscape Architecture, Building design, Aesthetics, Urban planning, Sustainable design, Interior design, Drafting, Art and History, 3D modeling, Landscape architecture, Construction materials, Spatial awareness, Building things, Problem solving, Mathematics, Physics, Technology, Designing structures, Innovation, Construction, Mechanics","Architect, Interior Designer, Urban Designer, Landscape Architect, Draftsman/CAD Technician, Project Architect, Design Director, Heritage Conservationist, Sustainable Design Consultant, Town Planner, Engineer, Project Manager, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Construction, Manufacturing, Automotive, Aerospace, Energy & Power, Telecommunications, Infrastructure Development, Urban Planning, Consulting Firms, Robotics, Technology, Infrastructure, Real Estate","Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Problem Solving, Technical Drawing, Structural Analysis, Safety Management, Innovation"
24,Design,Multi-stream (any),"Design, Writing, Reading, History, Languages, Culture, Society, Human behavior, Creativity, Public speaking, Media and Journalism, Building things, Problem solving, Mathematics, Physics, Technology, Designing structures, Innovation, Construction, Sustainable design, Mechanics","Journalist, Teacher/Lecturer, Translator, Writer/Author, Social Worker, Public Relations Officer, Media Producer, Historian, Sociologist, Diplomat, Engineer, Architect, Project Manager, Quantity Surveyor, Structural Engineer, Urban Planner, Site Engineer, Consultant Engineer, Design Engineer, Quality Assurance Engineer","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services, Construction, Manufacturing, Technology, Automotive, Aerospace, Energy & Power, Telecommunications, Infrastructure, Consulting Firms, Real Estate","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Advanced Mathematics, Physics, CAD / Modeling, Project Management, Analytical Thinking, Problem Solving, Technical Drawing, Structural Analysis, Safety Management"
25,Law,Multi-stream (any),"Law, Justice, Legal frameworks, Corporate law, Human rights, Criminal justice, Debating, Analytical reading, Public speaking, Negotiation, History, Politics, Reading, Human Rights, Corporate Law, Rules and Regulations, Helping others","Lawyer / Attorney, Corporate Counsel, Judge / Magistrate, Legal Consultant, Human Rights Advocate, State Counsel, Legal Researcher, Arbitrator / Mediator, Notary Public, Compliance Officer, Lawyer, Legal Advisor, Judge, Magistrate, Diplomat, Consultant","Education, Media & Journalism, Entertainment, Publishing, Government, NGOs, Tourism & Culture, Public Relations, Diplomacy, Social Services, Legal Services, Government & Judiciary, Corporate Sector, International Relations, Real Estate, Human Rights Organizations, Consulting","Writing, Public Speaking, Critical Thinking, Creativity, Empathy, Cultural Awareness, Language Proficiency, Research, Interpersonal Skills, Communication, Analytical thinking, Public speaking, Negotiation, Researching, Writing legal documents, Debating, Critical reading, Persuasion, Logic"
